m4352	0	0	0	0	1
m86	0	1	0	0	0
m7786	1	0	0	0	0
m10144	0	0	0	1	0
m3857	0	0	1	0	0
m9575	0	0	0	1	0
m4092	1	0	0	0	0
m10668	0	1	0	0	0
m9022	0	1	0	0	0
m16675	0	0	1	0	0
m19783	1	0	1	0	0
m10863	0	0	0	0	1
m15444	0	0	0	0	1
m3315	1	0	0	0	0
m2178	1	0	0	0	1
m1100	0	1	0	0	0
m15955	1	0	0	0	0
m20960	0	1	1	0	0
m11162	0	0	0	0	1
m1040	0	0	1	0	0
m21546	0	1	0	0	0
m9711	1	0	1	1	0
m4632	1	0	0	0	1
m10683	0	0	1	0	0
m4195	0	0	1	0	1
m6310	0	0	0	0	1
m2221	1	0	0	1	0
m14521	0	0	0	0	1
m10671	0	0	0	0	1
m17492	0	0	0	1	0
m10927	0	0	1	1	0
m2287	0	1	0	0	0
m2332	0	0	0	0	1
m14714	1	0	0	0	0
m8454	0	0	1	0	0
m4839	0	0	0	0	1
m11633	0	1	0	1	0
m10331	0	1	0	0	0
m7079	0	0	0	0	1
m2727	1	1	0	1	0
m10610	0	0	0	0	1
m3883	0	0	1	0	1
m11098	0	0	0	0	1
m13159	0	1	0	0	0
m2209	0	1	0	1	0
m21345	0	1	0	1	0
m5826	0	0	0	0	1
m21605	0	0	1	0	0
m16905	0	1	0	0	0
m12388	0	1	0	0	0
m4408	0	1	0	0	0
m8423	1	0	0	0	0
m4770	0	1	0	1	0
m11225	0	0	0	0	1
m1477	0	0	0	0	1
m840	1	0	0	0	0
m18549	0	1	0	0	0
m2594	0	0	0	0	1
m11036	0	0	0	1	0
m2062	0	0	0	0	1
m14636	0	1	0	0	0
m6360	0	0	1	0	0
m7128	0	0	1	0	0
m11215	0	0	1	0	0
m2646	0	0	1	0	0
m17703	0	0	1	1	0
m10313	1	0	0	0	0
m4357	0	1	0	0	0
m2721	0	0	0	0	1
m14990	0	0	0	1	0
m7973	0	1	0	0	0
m1125	0	0	1	1	0
m1719	1	0	0	0	0
m9399	0	0	1	0	0
m13479	0	0	0	1	0
m12431	0	1	0	0	0
m7259	1	0	0	0	0
m7663	1	0	1	0	0
m8513	0	1	0	0	1
m2847	1	0	1	0	0
m3493	0	1	0	1	0
m2756	0	1	0	0	0
m22228	0	0	0	0	1
m17243	0	1	0	0	0
m3101	0	0	0	0	1
m13168	0	0	0	0	1
m7135	0	0	1	0	0
m9260	0	0	1	0	0
m982	0	0	0	1	0
m10419	0	0	0	1	0
m5829	0	0	0	0	1
m6093	0	0	1	0	0
m20383	0	1	0	0	0
m1285	0	1	0	0	0
m10990	0	1	0	0	0
m906	0	0	0	1	0
m14154	0	1	0	0	0
m2036	0	0	1	0	0
m3618	1	0	0	0	0
m2752	0	0	0	1	0
m8235	1	0	0	0	0
m5864	1	0	0	0	0
m1115	0	0	0	1	0
m9206	0	0	0	0	1
m1372	0	0	1	0	0
m12786	0	0	1	0	0
m20197	0	0	0	0	1
m2832	0	0	0	0	1
m22291	0	1	0	0	0
m15148	1	0	0	0	0
m14006	0	0	0	0	1
m12044	1	0	0	0	1
m3115	0	1	0	0	0
m12756	1	0	0	0	0
m9624	1	0	0	0	0
m2845	0	1	0	1	0
m3917	0	0	0	0	1
m11410	0	0	1	0	1
m6123	0	1	0	0	0
m7957	0	1	0	1	0
m18833	0	1	0	0	0
m14759	0	0	1	0	0
m13750	0	0	0	0	1
m12059	0	0	0	0	1
m6007	0	0	0	0	1
m3668	0	0	0	1	0
m3570	0	1	0	1	0
m10378	0	1	0	0	0
m12144	0	0	1	0	0
m3760	0	1	0	0	0
m1890	1	0	0	1	0
m9762	0	0	1	0	0
m16038	0	0	0	0	1
m12112	0	0	0	0	1
m767	0	0	0	0	1
m3195	0	1	0	0	0
m7920	0	1	0	0	0
m13342	1	0	0	1	0
m5085	0	1	0	0	0
m1831	1	1	0	1	0
m7795	0	0	1	1	0
m11629	1	0	0	0	0
m17948	0	1	0	1	0
m3904	0	0	1	0	0
m2156	1	0	0	1	0
m2690	1	0	0	0	1
m9165	0	1	0	0	0
m5688	0	1	0	0	0
m14112	1	0	0	0	0
m66	0	1	0	0	0
m8412	1	0	0	0	1
m2496	0	1	0	0	0
m210	0	0	0	1	0
m4959	0	0	1	0	0
m7603	0	1	0	0	0
m4295	0	0	0	0	1
m4740	0	1	0	0	0
m10409	0	1	0	0	0
m867	1	0	1	0	0
m2323	0	1	0	0	0
m23175	0	0	0	0	1
m6277	1	0	1	0	0
m4513	0	0	1	0	0
m16339	0	0	0	0	1
m11003	0	0	0	0	1
m465	0	0	1	0	0
m18731	0	0	0	0	1
m2813	1	0	0	0	1
m7099	0	1	0	0	0
m15990	0	0	1	0	0
m2300	1	1	0	0	0
m9926	0	0	0	0	1
m6885	0	1	0	0	0
m5607	0	1	0	0	0
m2641	0	0	0	1	0
m4099	0	0	0	0	1
m12782	0	0	0	0	1
m18714	0	0	0	1	0
m12700	1	0	0	0	0
m3690	1	0	0	0	0
m1412	1	0	0	0	0
m6802	0	0	0	0	1
m2588	0	1	0	0	0
m5567	0	1	0	0	0
m1010	0	1	0	0	0
m13015	0	1	0	0	0
m22129	0	0	1	0	0
m2949	0	1	0	0	0
m6999	0	0	0	0	1
m13740	1	0	0	0	0
m493	1	0	0	0	0
m988	0	1	0	0	0
m3755	0	0	0	0	1
m6624	0	1	0	0	0
m13178	0	1	0	0	0
m8319	1	0	0	0	0
m9275	0	0	0	0	1
m14249	1	0	0	0	0
m1334	0	0	0	1	0
m12562	0	0	1	0	0
m3809	0	0	1	0	0
m10229	0	1	0	0	0
m485	1	0	1	0	0
m7876	1	1	0	0	0
m13565	0	0	0	0	1
m5863	1	0	0	0	1
m1461	0	0	1	0	0
m7830	0	0	0	0	1
m7652	0	1	0	0	0
m18981	0	1	0	0	0
m188	0	0	1	0	0
m4358	0	1	0	0	0
m680	1	0	0	0	0
m21262	0	0	1	0	0
m9707	0	0	0	0	1
m10617	0	1	0	0	0
m2113	0	0	0	1	0
m835	0	1	0	0	0
m7754	0	0	0	0	1
m1792	0	0	0	0	1
m820	1	1	0	1	0
m20586	0	0	0	0	1
m172	1	0	0	0	0
m9422	0	1	0	0	0
m12053	1	0	0	0	0
m3840	0	0	0	1	0
m2668	0	1	0	0	0
m14278	0	1	0	0	0
m6575	0	1	0	0	0
m4786	0	1	0	1	0
m3217	0	0	0	1	0
m7379	0	0	1	0	0
m6484	0	1	0	0	0
m5994	0	1	0	0	0
m7076	0	1	0	0	1
m1562	0	1	0	1	0
m2232	0	0	0	0	1
m1322	1	0	1	1	0
m10950	0	1	0	0	0
m1486	1	1	1	1	0
m7987	0	0	0	1	0
m9708	0	0	0	0	1
m4860	1	0	0	0	0
m12025	0	0	1	0	0
m14661	0	0	1	0	0
m15381	0	0	0	1	0
m15415	0	1	0	0	0
m5139	1	0	0	0	1
m5058	0	1	0	1	0
m1233	0	1	0	0	0
m7746	1	0	0	0	0
m19156	0	1	0	0	0
m21012	0	0	0	0	1
m8	0	1	0	0	0
m4568	0	0	0	1	0
m4133	1	1	0	0	0
m7874	0	1	0	0	0
m2125	0	0	0	0	1
m5333	0	0	0	1	0
m21194	0	0	0	0	1
m2829	1	0	0	0	0
m594	1	0	0	0	0
m6706	1	0	0	0	0
m5021	0	0	1	0	0
m6858	0	0	0	0	1
m18044	0	1	0	0	0
m8826	0	0	0	0	1
m10506	0	1	0	1	0
m5064	0	1	0	0	0
m13172	0	1	0	0	0
m17182	0	0	1	0	0
m15134	1	0	0	0	0
m7871	1	0	0	0	0
m8337	1	0	1	0	0
m13522	0	0	0	0	1
m2352	0	0	0	0	1
m2665	1	0	0	0	1
m12871	0	0	0	0	1
m6820	0	0	0	1	0
m8742	0	1	0	0	0
m11437	1	0	0	0	0
m10056	0	1	0	0	0
m8862	0	0	0	0	1
m8573	0	0	0	0	1
m5051	1	0	0	0	0
m9289	0	0	0	0	1
m8970	1	0	1	1	0
m5369	0	0	0	1	0
m10992	1	0	0	1	0
m5601	0	0	0	0	1
m10278	0	0	1	0	0
m1842	0	1	0	0	0
m6789	0	0	1	1	0
m5709	0	0	0	1	0
m925	0	1	0	0	0
m1293	0	0	0	1	0
m8052	0	1	0	0	0
m8458	1	1	0	0	0
m11908	1	0	0	0	0
m3604	1	0	0	0	0
m14410	0	1	0	0	0
m5818	0	0	0	1	0
m15237	1	0	0	0	0
m3093	0	0	0	0	1
m4890	1	0	1	1	0
m5223	1	0	0	0	0
m2139	0	0	0	0	1
m16793	1	0	0	0	0
m10054	1	0	0	0	0
m1030	0	0	0	0	1
m4262	0	0	0	1	0
m2348	0	1	0	0	0
m14948	0	1	0	0	0
m726	0	1	0	0	0
m10839	0	1	0	0	0
m11375	0	1	0	0	1
m1798	0	0	0	0	1
m3797	0	0	0	0	1
m4052	0	0	0	1	0
m20206	1	0	0	0	0
m256	1	0	0	0	0
m10355	0	0	0	0	1
m5479	0	1	0	0	0
m1971	0	0	1	0	0
m14590	0	0	0	1	0
m14678	0	0	0	0	1
m6335	0	0	0	0	1
m13665	1	0	0	0	0
m9617	0	0	0	1	0
m4250	1	0	0	0	0
m15798	0	1	0	1	0
m22206	0	0	1	0	0
m6595	1	0	0	0	0
m8002	0	0	1	0	0
m8476	0	1	1	1	0
m5909	1	0	0	0	0
m14292	0	1	0	0	0
m2216	0	1	0	1	0
m13742	0	1	0	0	0
m8929	0	0	1	0	0
m12893	1	0	0	1	0
m14961	0	0	0	0	1
m5774	0	1	0	1	0
m22335	0	0	0	0	1
m9363	0	0	1	0	0
m13143	0	0	0	0	1
m1341	0	0	0	0	1
m2656	0	1	0	0	0
m6365	1	0	0	0	0
m12441	0	0	1	0	0
m7899	0	0	1	0	0
m2446	0	0	0	0	1
m22084	0	0	1	0	0
m9265	1	0	0	0	0
m5287	0	0	1	0	0
m1950	0	0	0	1	0
m11649	1	0	0	0	0
m3574	1	0	0	0	0
m859	0	1	0	0	0
m5495	1	0	0	0	0
m13495	0	0	0	0	1
m3070	0	0	1	0	0
m12960	1	0	0	0	0
m6685	1	0	0	1	0
m12559	0	0	0	0	1
m880	1	0	0	0	0
m2084	1	0	0	0	0
m7954	0	0	1	1	0
m8223	0	0	0	0	1
m7432	0	0	0	0	1
m9269	0	0	0	0	1
m5019	0	1	0	0	0
m10440	0	0	0	1	0
m18577	0	1	0	0	0
m8955	0	0	0	0	1
m7406	1	0	0	1	0
m3077	1	0	0	0	0
m5342	0	0	0	0	1
m3201	0	1	0	0	0
m8153	1	0	0	0	0
m2060	0	0	0	0	1
m7918	1	0	0	0	0
m4639	1	0	0	0	0
m3015	0	0	0	0	1
m3737	0	0	0	1	0
m16397	0	0	1	0	0
m19793	0	1	0	0	0
m771	0	1	0	0	0
m4367	1	0	0	0	0
m5549	0	1	0	0	0
m6805	0	0	0	0	1
m6322	1	0	0	0	0
m13314	0	1	0	0	0
m9155	0	0	0	0	1
m14911	0	1	0	0	0
m689	0	1	0	0	0
m12836	0	1	0	0	0
m12343	0	1	0	1	0
m7650	0	0	0	0	1
m1304	0	1	0	0	0
m2058	1	0	0	1	0
m16012	1	0	0	1	0
m1666	0	1	0	0	0
m6155	0	0	0	1	0
m7209	1	0	0	0	0
m5519	1	0	0	0	0
m2548	1	0	0	0	0
m14510	0	1	0	0	0
m22137	1	0	0	0	0
m3946	0	0	1	0	0
m5771	1	0	0	0	0
m10939	0	1	0	0	0
m5096	0	0	0	0	1
m2796	1	0	0	0	0
m3151	0	1	0	0	0
m3491	1	0	0	0	0
m7643	0	0	0	0	1
m8763	0	0	0	0	1
m21457	0	1	0	1	0
m1916	0	1	0	0	0
m8625	0	0	0	1	0
m22061	0	1	0	0	0
m11053	0	0	0	0	1
m10933	1	0	0	0	0
m19484	1	0	0	1	0
m5753	0	1	0	0	0
m4000	0	1	0	1	0
m11666	0	0	1	0	0
m7818	0	1	0	0	0
m7508	0	0	0	0	1
m2880	0	0	0	0	1
m4851	0	0	0	0	1
m10764	0	1	0	0	0
m6339	0	1	0	0	0
m5207	0	0	0	0	1
m18419	1	0	1	0	0
m19858	0	0	1	0	0
m4713	1	0	0	1	0
m12600	0	0	1	0	0
m14910	1	0	1	1	0
m3675	0	0	0	0	1
m21006	1	0	0	0	0
m6167	0	0	0	0	1
m7804	0	0	1	0	0
m5680	0	1	0	0	0
m6608	0	0	1	0	0
m5745	0	0	1	0	0
m4448	0	0	1	0	0
m11618	1	0	0	0	0
m8486	0	1	0	0	0
m78	0	1	0	0	0
m14228	0	1	0	0	0
m5035	0	0	0	0	1
m9463	0	1	0	0	0
m168	0	0	0	0	1
m8014	1	0	0	0	0
m1141	0	0	0	0	1
m5222	1	0	0	0	0
m8232	0	1	0	0	0
m13054	1	0	0	0	0
m9889	0	0	0	0	1
m13384	0	1	0	0	0
m1699	0	1	0	0	0
m9996	0	0	1	0	0
m12158	0	1	0	0	0
m106	0	1	0	0	0
m12704	0	1	0	0	0
m10293	0	0	1	0	0
m8919	1	0	0	1	0
m6379	0	0	0	0	1
m1833	0	0	1	0	0
m1022	1	0	0	0	0
m13351	0	1	0	0	0
m8341	0	1	0	0	0
m8796	0	0	0	1	0
m21544	1	0	0	0	0
m7442	0	0	0	1	0
m344	0	1	1	1	0
m13423	1	0	0	0	1
m1447	0	0	0	0	1
m2032	1	0	0	0	0
m2161	0	0	0	0	1
m515	0	0	0	0	1
m1958	0	1	0	0	0
m9077	1	0	0	0	0
m15014	0	1	0	0	0
m933	1	0	0	0	0
m9087	0	1	0	0	0
m3613	0	0	0	0	1
m11793	1	0	0	0	0
m11706	0	0	1	0	0
m15041	0	0	0	0	1
m4670	0	0	0	0	1
m19420	0	1	0	0	0
m8179	0	1	0	0	0
m8828	1	0	0	0	0
m5340	1	0	0	0	0
m13586	0	0	0	0	1
m11538	0	0	1	0	0
m3518	1	0	0	0	1
m9973	0	0	0	0	1
m4177	0	1	0	0	0
m5475	1	0	0	0	0
m6882	0	1	0	0	0
m2758	0	0	1	0	0
m5574	1	0	0	0	1
m1954	0	1	0	0	0
m4324	0	1	0	0	0
m4225	1	0	0	0	0
m1693	0	0	1	0	0
m8071	0	1	0	0	0
m11318	0	1	0	0	0
m386	0	0	0	0	1
m10377	0	1	0	0	0
m8372	0	0	1	1	0
m12459	0	1	0	0	1
m16565	1	0	0	0	0
m10855	0	1	0	0	0
m12080	0	1	0	1	0
m11987	0	0	1	0	0
m4526	0	1	0	0	0
m3994	0	0	0	0	1
m15522	0	1	0	0	0
m5845	0	0	0	0	1
m7512	0	0	0	1	0
m10797	0	0	1	0	0
m15651	0	0	1	1	0
m11394	0	0	0	0	1
m951	0	1	0	0	0
m21315	0	0	0	0	1
m5945	0	0	0	0	1
m1912	0	0	1	0	0
m12676	0	0	0	0	1
m7441	0	0	1	0	0
m5188	0	1	0	1	0
m3956	1	0	0	0	0
m6248	0	1	0	1	0
m8089	0	0	1	0	0
m54	0	1	0	0	0
m3711	0	1	0	0	0
m3885	0	0	0	1	0
m2610	0	0	1	0	0
m7265	0	0	0	1	0
m1355	0	1	0	0	0
m2815	0	0	1	0	0
m4589	0	0	1	1	0
m21306	0	0	0	0	1
m13872	1	0	0	0	0
m4046	1	0	0	0	1
m364	1	0	0	0	1
m18837	1	0	0	0	1
m13936	0	1	0	1	0
m11184	0	0	1	0	0
m8634	0	1	0	0	0
m3325	1	0	0	0	0
m4981	1	0	0	0	0
m9158	0	0	0	1	0
m9556	0	1	0	0	0
m16540	0	0	0	1	0
m8777	0	0	0	0	1
m6137	0	1	0	0	0
m108	1	1	0	0	0
m10967	0	1	0	0	1
m1020	0	0	0	1	0
m11500	0	0	1	0	0
m4546	0	1	0	0	0
m4490	0	0	0	0	1
m3661	0	1	0	0	0
m10886	0	0	0	0	1
m7077	0	1	0	1	0
m5328	0	0	0	0	1
m10759	1	0	0	0	0
m3834	1	0	0	0	0
m317	1	0	0	1	0
m709	0	1	1	1	0
m298	0	0	0	0	1
m13846	0	0	0	1	0
m9060	0	1	0	0	0
m90	1	0	0	0	1
m12625	0	1	0	0	0
m16620	0	0	0	0	1
m4506	0	1	0	0	0
m7394	0	1	0	0	0
m6125	1	0	0	0	0
m6039	1	0	0	0	0
m3682	0	1	0	0	0
m12047	0	0	1	1	0
m3274	1	0	0	0	0
m16327	0	0	1	0	0
m16821	0	0	0	0	1
m453	0	1	0	0	0
m4212	0	1	0	0	0
m12777	0	1	0	0	1
m335	0	1	0	0	0
m8346	1	0	1	0	0
m3681	1	0	0	0	0
m19077	0	0	1	1	0
m441	0	0	0	0	1
m974	0	1	0	0	0
m14209	0	0	0	0	1
m13412	1	0	0	0	0
m12299	0	0	0	0	1
m743	0	1	0	0	0
m6696	1	0	0	0	0
m755	0	0	0	0	1
m110	1	0	0	0	0
m3027	0	0	0	1	0
m18454	1	0	0	0	0
m5403	1	0	0	0	0
m6141	0	0	1	1	0
m6695	1	0	1	1	0
m14069	0	1	0	0	0
m1556	0	1	0	0	0
m11269	0	1	0	0	0
m8092	0	1	0	0	0
m11984	1	0	0	0	0
m6539	0	1	0	0	0
m11720	0	0	0	0	1
m5570	1	0	0	0	0
m4732	0	0	0	0	1
m18458	0	1	0	0	0
m8522	0	0	0	0	1
m3162	0	0	0	0	1
m10823	0	1	0	0	0
m6791	0	0	0	0	1
m16103	0	0	0	0	1
m13272	0	1	0	0	0
m46	0	0	1	0	0
m8380	0	0	0	0	1
m8629	0	1	0	0	0
m10708	0	1	0	0	0
m14946	0	1	0	0	0
m13200	0	0	0	0	1
m7575	0	0	1	0	0
m1102	0	0	0	1	0
m14372	0	1	0	1	0
m4340	0	1	0	0	0
m7541	0	1	0	1	0
m8968	0	1	0	0	0
m21321	0	0	1	1	0
m16810	0	1	0	0	1
m9591	0	1	0	0	1
m6216	1	0	0	0	0
m3922	0	1	0	0	0
m8259	0	1	0	0	0
m5454	0	0	1	0	0
m3072	1	0	0	0	0
m8525	0	0	0	0	1
m4593	1	0	0	1	0
m21750	1	0	0	0	0
m5343	1	0	1	0	0
m818	1	0	0	0	0
m2115	1	0	0	0	0
m7003	0	1	0	0	0
m4818	0	1	0	0	0
m963	0	1	0	1	0
m3137	1	0	0	0	0
m443	0	0	0	1	0
m6186	0	0	0	0	1
m12121	0	1	0	0	1
m10152	0	1	1	1	0
m9409	0	0	0	0	1
m11207	0	0	1	0	0
m717	0	0	0	0	1
m5326	1	0	0	0	0
m13873	1	1	0	0	0
m1662	0	1	0	0	0
m9094	1	0	0	0	0
m6639	0	0	0	0	1
m233	1	0	0	0	0
m9071	1	0	1	1	0
m8985	0	1	0	0	0
m204	1	0	0	0	1
m21162	1	0	0	0	0
m80	0	1	0	0	0
m5616	0	0	1	1	0
m16586	0	1	0	0	0
m7256	0	1	0	0	0
m8838	0	0	0	0	1
m22441	0	0	0	0	1
m13349	0	1	0	0	0
m9446	0	0	1	0	0
m18681	0	0	0	0	1
m1398	1	0	0	0	0
m8581	0	1	0	1	0
m812	0	0	0	0	1
m1044	0	0	0	1	0
m3547	0	1	0	0	0
m17869	0	0	1	0	1
m10726	1	0	0	0	0
m12328	0	0	0	1	0
m19606	0	1	0	0	0
m6018	0	1	0	0	0
m10942	0	0	1	0	0
m1600	0	1	0	1	0
m1840	0	1	0	0	0
m13510	0	0	1	0	0
m5401	1	0	0	1	0
m7422	1	0	0	1	0
m5933	0	1	0	0	0
m13181	1	0	0	0	0
m3530	0	0	0	1	0
m7037	1	0	0	0	0
m5791	1	0	0	0	0
m16121	0	1	0	0	0
m20532	0	1	0	0	0
m2973	0	1	0	0	0
m12999	0	0	0	0	1
m16668	0	1	0	1	0
m21348	0	0	0	1	0
m5492	0	0	1	0	0
m1426	0	0	0	0	1
m19011	0	0	1	0	0
m6720	1	0	0	0	0
m9718	0	0	1	0	0
m3706	1	0	0	0	0
m17214	0	0	0	0	1
m7488	0	0	0	0	1
m11113	1	0	0	1	0
m9311	0	1	0	0	0
m7023	0	1	0	0	0
m6504	1	0	0	0	0
m11619	1	0	0	0	0
m1910	0	1	0	1	0
m4908	0	0	0	0	1
m2857	0	0	0	0	1
m13780	0	1	0	0	1
m6679	0	0	0	0	1
m3498	0	0	0	0	1
m366	1	0	0	0	0
m11794	1	0	0	0	0
m21927	0	0	0	1	0
m7517	0	1	0	0	0
m7036	1	0	0	0	0
m3289	0	0	1	0	0
m14598	0	1	0	0	0
m12317	0	1	0	0	0
m3422	0	1	0	0	0
m1155	0	1	0	0	0
m4137	0	0	0	0	1
m792	0	0	0	0	1
m8940	0	1	0	0	0
m769	0	1	0	1	0
m22461	0	1	0	0	0
m19847	1	0	0	0	0
m10597	0	1	0	0	0
m4330	0	1	0	0	0
m8351	0	0	0	0	1
m9469	0	1	0	0	0
m9214	0	1	0	0	0
m7886	0	1	0	0	0
m5833	0	0	0	0	1
m12178	1	0	0	0	0
m3836	0	0	0	0	1
m9346	0	0	1	0	0
m4967	0	0	0	0	1
m3712	0	1	0	0	0
m3251	0	0	1	0	0
m761	0	0	0	1	0
m20916	0	0	1	0	0
m114	0	0	0	0	1
m13811	0	0	1	0	0
m1763	0	1	0	0	0
m12616	0	0	0	0	1
m4554	0	1	0	0	0
m9240	1	0	0	0	0
m11305	0	0	0	0	1
m11770	0	0	0	0	1
m40	0	0	1	0	0
m3387	0	1	0	0	0
m1590	0	1	0	1	0
m536	0	0	1	0	1
m11100	0	0	1	0	0
m11374	0	1	0	0	0
m38	0	0	0	1	0
m503	1	0	0	0	0
m11947	1	0	0	0	0
m6649	0	0	0	1	0
m9104	0	0	1	0	0
m11648	0	1	0	0	0
m2550	1	0	0	0	1
m6383	1	0	0	0	0
m5739	0	0	1	0	0
m2716	0	1	0	0	0
m7191	0	0	0	0	1
m11133	0	0	1	0	0
m8074	0	1	0	0	0
m11989	0	1	0	0	0
m554	0	1	0	0	0
m11555	1	0	0	0	1
m17472	0	0	0	0	1
m11152	0	0	1	0	0
m10603	0	0	0	0	1
m9438	0	1	0	0	0
m2605	0	0	0	0	1
m22731	0	1	0	1	0
m12921	0	0	0	0	1
m11787	1	0	0	0	0
m3311	1	1	0	0	0
m2267	0	0	0	1	0
m16187	0	0	0	0	1
m14938	0	0	0	0	1
m7123	1	0	0	0	0
m13726	0	0	0	0	1
m1400	0	0	0	1	0
m13967	0	1	0	1	0
m603	1	0	0	0	0
m5800	0	0	1	0	0
m11567	1	0	0	1	0
m21857	0	0	0	0	1
m17999	0	1	0	0	0
m7448	0	0	0	0	1
m15109	0	1	0	0	0
m16192	0	0	0	1	0
m9865	0	0	0	1	0
m8242	1	0	1	0	0
m5152	0	0	0	1	0
m530	0	1	0	1	0
m4256	1	0	0	0	0
m10944	0	1	0	0	0
m7499	1	0	0	0	0
m12503	0	1	0	0	0
m9787	0	0	1	0	0
m10673	0	0	0	0	1
m10053	1	0	0	0	0
m2336	1	0	0	0	0
m13554	0	1	1	1	0
m8854	1	0	0	0	0
m11477	0	1	0	0	0
m15336	1	0	0	0	0
m22131	0	0	0	1	0
m532	1	0	1	1	0
m9368	0	0	1	0	0
m174	1	0	0	0	1
m17755	1	0	0	0	0
m9618	0	0	1	0	0
m2344	0	1	0	0	0
m1472	0	0	0	1	0
m8901	1	0	0	0	0
m4978	0	0	0	0	1
m1588	1	0	0	0	0
m7126	0	0	0	0	1
m4926	0	1	0	0	0
m3088	0	1	0	0	0
m555	1	0	0	0	0
m15693	0	0	0	0	1
m23341	0	1	0	1	0
m6617	0	1	0	1	0
m12282	0	0	0	1	0
m6601	1	0	0	0	0
m7110	0	1	0	0	0
m2324	0	0	0	1	0
m7480	1	0	0	0	1
m2484	0	0	0	0	1
m10902	0	1	0	0	0
m9109	1	0	1	1	0
m22	0	0	0	0	1
m12661	0	0	0	0	1
m15045	0	0	0	0	1
m11957	1	0	0	0	0
m15704	0	0	1	0	0
m10473	0	0	0	0	1
m11587	0	1	0	0	0
m1358	0	1	0	0	0
m8499	0	0	0	0	1
m6430	0	1	0	0	1
m5023	0	0	0	0	1
m5613	0	0	0	0	1
m4883	0	1	0	0	0
m12660	0	0	0	0	1
m7692	0	1	0	0	0
m9160	0	1	0	0	0
m16118	0	1	0	0	0
m4849	0	0	0	0	1
m22235	0	1	0	0	0
m14602	1	0	1	0	0
m3474	0	0	1	0	0
m8165	0	0	1	0	0
m8356	1	0	0	0	0
m15929	0	1	0	0	0
m10085	0	0	0	0	1
m7641	0	1	0	0	0
m6742	0	0	0	1	0
m7417	0	0	0	1	0
m3363	0	1	0	0	0
m7051	0	0	1	0	0
m12312	1	0	0	0	0
m682	0	0	1	0	0
m2433	0	0	1	0	0
m13052	0	1	0	1	0
m10	1	0	0	1	0
m3417	0	0	0	0	1
m4695	0	0	1	0	0
m14973	1	0	0	0	0
m8580	0	0	0	0	1
m13107	0	1	0	0	0
m22799	1	0	0	0	0
m11873	1	0	0	0	0
m19215	1	0	1	1	0
m7861	0	0	0	0	1
m5968	0	0	0	0	1
m10649	1	0	0	1	0
m7419	0	1	0	1	0
m4828	0	1	0	0	0
m4314	0	1	0	1	0
m4458	1	0	0	0	0
m22617	0	1	0	0	0
m14823	0	1	0	0	0
m6907	0	0	1	0	0
m17534	0	0	1	0	0
m2614	0	1	0	1	0
m7834	0	0	1	0	0
m11909	0	1	0	0	0
m5894	1	0	1	0	0
m8606	0	0	1	0	0
m10722	0	1	0	0	0
m5355	0	0	0	1	0
m3849	0	1	0	1	0
m13465	0	1	0	1	0
m3056	0	0	0	0	1
m10591	1	0	0	0	0
m10120	0	0	0	0	1
m13529	0	0	0	0	1
m314	0	1	0	0	0
m8315	1	0	0	0	0
m9202	0	1	0	0	0
m1225	0	0	0	0	1
m1060	0	0	1	0	0
m8906	0	1	0	0	0
m1188	0	0	0	1	0
